報告年度:2021,議題:溫室氣體排放,,,,,,,,,,,
公司代號,公司名稱,直接(範疇一)溫室氣體排放量-數據(公噸CO₂e),直接(範疇一)溫室氣體排放量-資料邊界,直接(範疇一)溫室氣體排放量-確信範圍,能源間接(範疇二)溫室氣體排放量-數據(公噸CO₂e),能源間接(範疇二)溫室氣體排放量-資料邊界,能源間接(範疇二)溫室氣體排放量-確信範圍,其他間接(範疇三)溫室氣體排放量-數據(公噸CO₂e),其他間接(範疇三)溫室氣體排放量-資料邊界,其他間接(範疇三)溫室氣體排放量-確信範圍,溫室氣體排放密集度-密集度(噸CO2e/單位),溫室氣體排放密集度-單位
1709,和益,67429.0078,僅母公司林園工廠,CNS 14064-1:2006 溫室氣體查驗指引                                                                                                                                                                       ,23049.7314,僅母公司林園工廠,CNS 14064-1:2006 溫室氣體查驗指引                                                                                                                                                                       ,無，無統計相關數據,,,13.7,百萬營業額                                                                                                                                                                                              
1710,東聯,40762.39,母公司,ISO 14064,312448.93,母公司,ISO 14064,72656.7351,母公司,ISO 14064,0.024,營業額；單位：t-CO2e / 仟元                                                                                                                                                                             
1711,永光,19141.06,合併財務報表之母子公司生產型廠區,ISO 14001                                                                                                                                                                                               ,63671.7,合併財務報表之母子公司生產型廠區,ISO 14001                                                                                                                                                                                               ,無，本公司早期至2021年止，皆依循環保署公告之溫室氣體排放量盤查登錄作業指引(2016版)以自願性方式進行溫室氣體盤查，且據指引僅將範疇三鑑別出排放源項目，而不需列入排放量計算範圍。後續將再依2022年最新公告指引作業,,,8.9,百萬元產值                                                                                                                                                                                              
1712,興農,6354.38,母公司王田廠區(王田廠、王田二廠、生物工廠),,19878,母公司王田廠區(王田廠、王田二廠、生物工廠),,無，無統計相關數據,,,2.4,植物保護產品佰萬元銷售額                                                                                                                                                                                
1713,國化,4464.286,屏南分公司,,2907,屏南分公司,,無，無統計相關數據,,,7371,範疇一+範疇二                                                                                                                                                                                           
1714,和桐,12394.1946,高雄仁武廠,,3057.9235,高雄仁武廠,,無，無統計相關數據,,,0.51,產品
1717,長興,36338,母公司(台灣三廠區),ISO 14064,40907,母公司(台灣三廠區),ISO 14064,462852,母公司(台灣三廠區),ISO 14064,0.3901,產品(公噸)                                                                                                                                                                                              
1718,中纖,429277.6562,僅母公司,ISO 14064,13399.468,僅母公司,ISO 14064,無，無統計相關數據,,,0.772,營業額573445.0898萬元                                                                                                                                                                                   
1720,生達,1298.1889,生達一廠+生達二廠,ISO 14064,7755.339,生達一廠+生達二廠,ISO 14064,無，無統計相關數據,,,319,營業額
1721,三晃,17529,母公司,,20578,母公司,,無，無統計相關數據,,,1.55,產品
1722,台肥,481642,母公司台中廠、苗栗廠,,47533,母公司台中廠、苗栗廠,,無，無統計相關數據,,,0.7,產品
1723,中碳,25555.3833,本公司(總部+小港廠+屏南廠),ISO 14064,91097.073,本公司(總部+小港廠+屏南廠),ISO 14064,10130.454,本公司(總部+小港廠+屏南廠),ISO 14064,116652.4563,營業額
1725,元禎,101.91,母公司,,126.03,母公司,,無，無統計相關數據,,,0.0273,百萬元營業額                                                                                                                                                                                            
1726,永記,無，無統計相關數據,,,4584,僅母公司,,無，無統計相關數據,,,0.05,電力使用量                                                                                                                                                                                              
1727,中華化,1532.89,桃園一廠、桃園二廠、彰化廠,,11034.22,桃園一廠、桃園二廠、彰化廠,,無，無統計相關數據,,,0.062,產品
1730,花仙子,無，無統計相關數據,,,951.6,母公司,,無，無統計相關數據,,,0.3,營業額
1731,美吾華,無，無統計相關數據,,,1010,台北總公司、台中及高雄服務中心、楊梅工廠及物流中心,,無，無統計相關數據,,,無，無統計相關數據,
1732,毛寶,193.4062,母公司,,427.1622,母公司,,256.9437,母公司_工廠之特定原物料及產品運輸排放、汙泥最終處置,,1.42,噸CO2e/百萬營收                                                                                                                                                                                         
1733,五鼎,23.77,母公司,,11582.44,母公司,,無，無統計相關數據,,,0.005,營業額
1734,杏輝,656.87,母公司,                                                                                                                                                                                                        ,8142.18,母公司,                                                                                                                                                                                                        ,無，無統計相關數據,,,0.0041,營業額仟元                                                                                                                                                                                              
1735,日勝化,3152.0508,母公司(大園廠資料110年08月01日-110年12月31日，以下各項同),,5056.146,母公司,,無，無統計相關數據,,,0.4278,產品
1736,喬山,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,,,無，無統計相關數據,
1737,臺鹽,無，無統計相關數據,,,26275.02,臺鹽總公司、妝品廠、保健廠、通霄廠、儲運所、七股鹽場共6場域,,無，無統計相關數據,,,無，無統計相關數據,
1752,南光,無，無統計相關數據,,,9902,"總公司用電之間 總公司用電之間接溫室氣提排放",,無，無統計相關數據,,,556,營業額
